longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.3464407026253398,1.0305095642435431,1.6138600879282132,-0.3327468371313365,-0.2210211318547928,-0.4953125716661592,-0.32099714513001376,-1.0221097168210056,-0.7353780053063689,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0258362918819117,1.6138600879282132,-0.4521162622267973,-0.4126973096141831,-0.5905169770284626,-0.4482892441240691,-1.3132507803795548,-0.8862077675575708,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0258362918819117,1.77241286061539,0.009811398104296255,0.07950818389141173,-0.150305781591757,0.08945492917734858,-0.59894324337575,-0.8445995572813773,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0258362918819117,1.6138600879282132,-0.6533520746482638,-0.6114726050683656,-0.7512290007593234,-0.6171461101365916,-1.254695798190281,-0.9529542715422982,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0258362918819117,1.5345837015846249,-0.3867146231898207,-0.256516720328754,-0.38700664263014434,-0.3313883368846305,-1.4596645882299621,-0.8896751184139203,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0258362918819117,1.8516892469589783,-0.5179752553829136,-0.35590436805584524,-0.46212204502609017,-0.25605219666365897,-1.2946460020601904,-0.8948761446984446,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0258362918819117,1.8516892469589783,-0.5367267742676411,-0.4978867219516899,-0.6472902462812123,-0.500245202897153,-0.20381569929565538,-0.13639314487199797,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0258362918819117,1.8516892469589783,-0.09675211165525305,0.4131667155466467,-0.04636702711364597,0.5051025993620193,-0.6729934233720865,-0.26988615284145256,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0258362918819117,1.8516892469589783,-0.4475427210354003,-0.2872795636728537,-0.42281747400495573,-0.2768345801728925,-0.9323008152453779,-0.44845472194345026,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0258362918819117,1.77241286061539,-0.7809538738882391,-0.5428478006853741,-0.7975210510731039,-0.6561130792164045,-1.3605796498718752,-0.4952639585041681,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0305095642435431,1.6138600879282132,-0.8829438424563915,-0.8007824102628253,-0.845559971210046,-0.811980955535656,-1.4977174209398232,-0.7657173252994267,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0305095642435431,1.8516892469589783,-0.7745509162202834,-0.8007824102628253,-0.8411927966521422,-0.7886007740877683,0.051433426485310275,-0.1589309254382695,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0258362918819117,1.8516892469589783,-0.549075335484413,-0.5428478006853741,-0.6726198587170545,-0.5444077678542742,-0.45021042632972796,-0.1970717848581137,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0258362918819117,1.8516892469589783,-0.4516589081076576,-0.2849131911079229,-0.6219606338453701,-0.310605953375397,-0.6271402870042482,-0.2152753768539484,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0211630195202837,1.1382017698666833,-0.7484817314293207,-0.5404814281204433,-0.7617102196982926,-0.6457218874617877,-1.123619073883599,-0.6036186727650891,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0211630195202837,0.9003726108359182,-0.9236483590598245,-0.8173470182173405,-0.8796239327616958,-0.8873170957566275,-1.5369297582474915,-0.1701998157214053,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0211630195202837,0.9003726108359182,-0.7763803326968421,-0.3913999565298064,-0.637682462253824,-0.3885398915350227,-1.102431762596391,-0.8203281012869309,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0211630195202837,-0.6058787296922601,-0.799248038653827,-0.20682289646520835,-0.6071122403484971,-0.16512926881076223,-1.5521087275278793,-0.30542649911903463,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0211630195202837,1.1382017698666833,-0.3546998348500419,-0.1997237787704161,-0.32237245917316776,-0.24566100490904216,-1.2449981233722553,-0.9824267538212687,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0211630195202837,0.9796489971795066,0.26410028834596755,0.7397261295070895,0.4619720914263593,0.5674497498897199,-1.4524967416253345,-0.950353758400036,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0211630195202837,1.8516892469589783,-0.6739330100095502,-0.7226921156201106,-0.6368090273422432,-0.6976778462348716,-1.1895000169408376,-1.0370375298087728,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0211630195202837,1.8516892469589783,-0.7768376868159819,-0.7037611351006647,-0.7459883912898387,-0.7314492194373761,-1.2941189545157328,-1.0751783892286169,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0211630195202837,1.8516892469589783,-0.6428329299080507,-0.5972743696787812,-0.7058103853571236,-0.6301350998298626,-1.244365666318906,-1.0370375298087728,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0211630195202837,1.8516892469589783,-0.5280370460039869,-0.4860548591270362,-0.6132262847295625,-0.6691020689096755,-1.6072379006781767,-1.0561079595186948,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0211630195202837,1.8516892469589783,-0.5746871661562359,-0.47185662373745174,-0.3110178053226178,-0.5132341925904239,-1.3964715876494587,-1.0994498452230632,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.0211630195202837,-2.1121300702204384,-1.1367753785789232,-1.1770356480868136,-1.1669840186717675,-1.1548902834380093,-0.6873818213357873,-1.2754179011827989,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.0258362918819117,1.8516892469589783,-0.6963433618473953,-0.7794850571784485,-0.7652039593446156,-0.8171765514129644,-0.24972154041793926,-1.1393243800710822,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.0211630195202837,1.6138600879282132,-1.147294523319136,-1.210164863995844,-1.1739714979644136,-1.243215413352252,1.186693837247647,-1.1453922440696938,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.0164897471586554,1.6931364742718016,-0.8614481988568258,-0.8291788810419941,-0.9198019386944111,-0.9860334174254869,-1.5630186116981581,-1.049173257805996,0.0,0.0,0.0,1.0,0.0
-1.3563977776487042,1.0164897471586554,1.8516892469589783,-0.6492358875760065,-0.7179593704902492,-0.7940273114267808,-0.8899148936952818,-1.4102275285598103,-1.1358570292147327,0.0,0.0,0.0,1.0,0.0
-1.3563977776487042,1.0164897471586554,1.5345837015846249,-0.8303481187553263,-0.8481098615614401,-0.9067004150206995,-0.9574576401002908,-0.6708852331942549,-1.1583948097810042,0.0,0.0,0.0,1.0,0.0
-1.3563977776487042,1.0164897471586554,1.8516892469589783,-0.7471096690719016,-0.78421780230831,-0.7215322137655774,-0.8171765514129644,-1.4230347838901374,-1.1159197617907233,0.0,0.0,0.0,1.0,0.0
-1.3563977776487042,1.0164897471586554,1.5345837015846249,-0.5435870860547366,-0.44109378039335206,-0.5608201900347166,-0.44049585030810656,-1.6133516521938884,-1.0639094989454811,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.011816474797024,1.8516892469589783,-0.7393346490465268,-0.701394762535734,-0.819356923862623,-0.9210884689591321,-0.6626632915007113,-1.0907814680821897,0.0,0.0,0.0,1.0,0.0
-1.3563977776487042,1.0164897471586554,1.8516892469589783,-0.9474307732550887,-1.0208550588013845,-1.0097657345872297,-1.0899453349716546,-1.0620599206909151,-1.058708472660957,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.0164897471586554,1.3760309288974484,0.07201155830729498,0.24515426343656385,0.34318494345137524,0.28428977457641297,-1.5213291509315374,-0.6755662030343406,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.0164897471586554,-0.20949679797431844,-0.8577893659037081,-0.9191010385093624,-0.9067004150206995,-0.9730444277322159,-1.1040656099842105,-1.0803794155131412,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.0164897471586554,1.6138600879282132,-0.8230304528490913,-0.7960496651329637,-0.759963349875131,-0.9080994792658611,-1.1156079512078387,-1.1453922440696938,0.0,0.0,0.0,1.0,0.0
-1.3514192401370255,1.0164897471586554,1.3760309288974484,-1.2035490799733188,-1.2693241781191127,-1.2333650719519056,-1.2847801803707188,-1.7744700865346712,-1.2104050726262463,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0164897471586554,-0.9229842750666135,-0.6432902840271905,-0.18552554338083163,-0.5835294977358165,-0.16253147087210804,-1.550896518175626,-0.25688358713014203,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0164897471586554,-0.7644315023794368,-0.6570109076013814,-0.7037611351006647,-0.6193403291106279,-0.7652205926398805,-1.4523386273619971,-0.8567352852786003,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.011816474797024,0.7418198381487416,-0.8962071119114426,-0.8623080969510246,-0.9486252907765763,-0.9003060854498985,-0.9778377230865412,-0.6573626110385058,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0164897471586554,-0.9229842750666135,-0.7864421233179155,-0.5949079971138505,-0.7171650392076735,-0.5522011616702368,-1.247369837322316,-0.3869092442432472,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0164897471586554,1.8516892469589783,-1.112992964383659,-1.146272804742714,-1.0892483115410794,-1.1574880813766635,-1.4230347838901374,-0.8203281012869309,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0164897471586554,1.8516892469589783,-1.0535369288954983,-1.0492515295805533,-1.0743999180442065,-1.0769563452783837,-1.2364072483975916,-0.8203281012869309,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0164897471586554,1.8516892469589783,-1.0324986394150724,-0.8907045677301935,-0.9468784209534148,-0.9003060854498985,-1.6123502618594183,-0.6036186727650891,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.0164897471586554,0.5039906791179766,-0.7754656244585628,-0.8433771164315786,-0.8411927966521422,-0.8639369143087399,-1.0846175555937139,-0.7657173252994267,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0164897471586554,0.9003726108359182,-0.8065657045600622,-0.21155564159506984,-0.7407477818203542,-0.31580154925270537,-1.523015703073803,-0.7657173252994267,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.0164897471586554,-1.4779189794717318,-0.8088524751557606,-0.45529201578293654,-0.7721914386372617,-0.44569144618541495,-1.6373850202211693,-0.3869092442432472,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.011816474797024,-1.4779189794717318,-1.161015146893327,-1.1794020206517444,-1.1399075364127638,-1.2016506463337848,-1.5255455312872008,-0.6036186727650891,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.011816474797024,1.8516892469589783,-1.0951561537372108,-1.0942126083142376,-0.9032066753743765,-1.082151941155692,-1.3826102372302156,2.538676709178759,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.011816474797024,-1.0022606614102019,-0.7544273349781367,-0.35117162292598375,-0.5503389710957474,-0.3625619121484808,-0.9344090054232096,-0.3869092442432472,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.011816474797024,1.8516892469589783,-1.1107061937879603,-1.0729152552298609,-0.4595017402913478,-1.0743585473397295,-1.5810963424730644,-0.6036186727650891,0.0,0.0,0.0,1.0,0.0
-1.3464407026253398,1.011816474797024,1.8516892469589783,-1.1651313339655842,-1.2054321188659824,-1.0822608322484333,-1.2146396360270557,-1.6426554956657482,-0.3869092442432472,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.007143202435396,-0.13022041163073012,-0.7265287337106152,-0.45765838834786726,-0.6219606338453701,-0.5184297884677324,-0.6489600553448056,-0.1701998157214053,0.0,0.0,0.0,1.0,0.0
-1.341462165113654,1.011816474797024,0.8210962244923299,-0.4246750150784155,0.19546043957301823,-0.09003877269268422,-0.08979312858979066,-1.0641154061143012,-0.2421473459906568,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.011816474797024,0.5832670654615649,1.228202771492448,4.582715174954619,1.7808588079133145,4.73171984555239,-0.9787864086665655,-0.6686315013216416,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0211630195202837,0.18688513374362326,0.8929622021630503,1.8708522155439853,0.5397077985570474,1.7624368016706482,-0.544024889243236,-0.2022728111426379,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0211630195202837,-0.5266023433486717,0.4749405372693677,1.7265034890832098,0.518745360679109,1.9442826573764416,-1.3957337210872178,-0.3218964156866946,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0211630195202837,0.6625434518051533,0.45253018543152257,1.2887245645710221,0.3562864671250867,1.2428772139398099,-0.6621362439562536,-0.12165690373251271,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0164897471586554,0.02833236105644657,0.9204034493114321,2.067261138433237,0.7633071359217233,1.9442826573764416,-0.7249603112556362,0.43918709728201405,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0164897471586554,-0.050944025287141766,1.4463606863220833,2.514505553205148,0.9895267780211414,2.585938748224027,-0.3420602702069651,0.5744137806796434,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0164897471586554,1.8516892469589783,-0.223439202656949,0.3800374996376163,-0.46736265449557474,0.28948537045372136,-0.6784220130800029,1.2384114696705668,0.0,0.0,0.0,1.0,0.0
-1.3364836276019754,1.0164897471586554,0.42471429277438827,1.4760887040661634,3.2504474208986096,1.0995795768803178,3.3444957463110514,-0.5408098992220428,1.1144536765560733,0.0,0.0,0.0,1.0,0.0
-1.3265265525786039,1.0211630195202837,1.8516892469589783,-0.518889963621193,-0.7463558412694181,-0.6603917699549238,-0.6691020689096755,0.5607194686949881,0.9211488663145904,0.0,0.0,0.0,1.0,0.0
-1.3265265525786039,1.0164897471586554,1.8516892469589783,-0.28243788402596987,-0.13819809208221676,-0.629821548049597,-0.11836890591498678,-0.31307265526178,0.5319387326893624,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0164897471586554,1.8516892469589783,-0.40500878795540857,-0.19025828851069312,-0.6499105510159546,-0.2066940358292293,-0.3676747808676195,0.45305650070741194,0.0,0.0,0.0,1.0,0.0
-1.3265265525786039,1.0211630195202837,1.8516892469589783,0.38301235932228866,0.4983561278841535,0.01215311196226529,0.5622541540124115,0.017544269376666564,0.5943510481036528,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0211630195202837,-0.050944025287141766,0.31715336616617235,0.7444588746369509,0.07853416524240343,0.7804691808593637,0.020864668906751378,0.15486432706135753,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0211630195202837,1.8516892469589783,-0.5577650637480672,-0.5949079971138505,-0.7686976989909386,-0.6457218874617877,0.6456268281071575,0.47992846984412035,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0211630195202837,0.26616152008721156,0.5330245104001091,1.3194874079151218,0.32833654995450223,1.351984727363286,-0.6450071987613714,0.09851987564567864,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0211630195202837,-0.20949679797431844,0.6016276282710636,1.5513919192783348,0.27855075999439866,1.8585553254008533,-0.4445183128495827,0.41491564128756775,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0258362918819117,1.8516892469589783,-0.12236394232707606,0.04401259541745057,-0.42893151838602106,0.04529236422022732,-0.3785846650378981,0.14706278763457123,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0258362918819117,0.5039906791179766,-0.47132513523066455,-0.26598221058847693,-0.659518335043343,-0.2066940358292293,-0.20792667014242708,0.311761953311171,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0258362918819117,1.8516892469589783,-0.6240814110233233,-0.5996407422437119,-0.782672657576231,-0.5470055657929285,-0.3814834265324166,0.21207561619112378,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0258362918819117,-0.050944025287141766,1.087795056916561,2.8623623202499675,0.9851596034632376,3.011977610163315,-0.7606941347698826,0.09851987564567864,0.0,0.0,0.0,1.0,0.0
-1.3315050900902896,1.0258362918819117,1.8516892469589783,0.7072764297923335,1.336052015869637,0.31086785172288695,1.3909516964430988,-0.40952235589757735,0.23374655904330796,0.0,0.0,0.0,1.0,0.0
-1.321548015066925,1.0305095642435431,1.4553073152410365,0.2430619988655415,-0.2044565239002776,-0.2900553674446794,-0.04303276569401521,0.7484538040308957,1.21760736453247,0.0,0.0,0.0,1.0,0.0
-1.3265265525786039,1.0258362918819117,0.9796489971795066,-0.030893118499136743,-0.31804240701695335,-0.555579580565232,-0.32619274100732215,1.1011540207821287,1.3779723416386331,0.0,0.0,0.0,1.0,0.0
-1.3265265525786039,1.0351828366051714,0.6625434518051533,-1.0562810536103364,-1.1510055498725753,-1.1634902790254444,-1.1808682628245513,0.5784809709432195,1.1083858125574617,0.0,0.0,0.0,1.0,0.0
-1.321548015066925,1.0351828366051714,1.8516892469589783,0.0715542041881553,-0.3062105441922996,-0.32237245917316776,-0.25605219666365897,1.3053322395051226,1.4429851701951857,0.0,0.0,0.0,1.0,0.0
-1.3265265525786039,1.0305095642435431,1.8516892469589783,0.4049653570409941,0.07950818389141173,-0.221054009429799,0.13881309001177822,0.6907420979127543,1.580812366735077,0.0,0.0,0.0,1.0,0.0
-1.3165694775552392,1.0305095642435431,1.6931364742718016,0.13329701027201432,-0.15949544516659345,-0.34857550652059066,-0.05861955332594036,1.9149154294251407,0.7633844023506895,0.0,0.0,0.0,1.0,0.0
-1.3115909400435535,1.0258362918819117,0.9003726108359182,1.0736170792232305,0.31614544038448616,0.1623839167541569,0.3959950859385432,1.9435868158436511,1.7715166638342978,0.0,0.0,0.0,1.0,0.0
-1.3066124025318748,1.0305095642435431,0.10760874740003491,-0.19782737198512598,-0.460024760912798,-0.5119078349861937,-0.41192007298291045,1.1594454791991733,0.9046789497469304,0.0,0.0,0.0,1.0,0.0
-1.3115909400435535,1.0305095642435431,0.42471429277438827,0.18040448454340308,-0.1192671115627708,-0.2533711011582873,-0.014456988368819097,1.6802738626324796,1.0295035805755113,0.0,0.0,0.0,1.0,0.0
-1.301633865020189,1.0305095642435431,-0.8437078887230252,-0.4694957187541058,-0.7818514297433793,-0.7835460924878117,-0.7989919658423851,4.076706342528148,1.6076843358717854,0.0,0.0,0.0,1.0,0.0
-1.3066124025318748,1.0305095642435431,0.5039906791179766,0.10128222193223557,-0.19025828851069312,-0.3127646751457793,-0.15214027911749126,1.9086962684005373,0.972292291445745,0.0,0.0,0.0,1.0,0.0
-1.3115909400435535,1.0258362918819117,0.42471429277438827,1.1074612840395681,0.585911912786591,0.1719917007815453,0.6869484550678128,1.597421988643696,1.0936495714179766,0.0,0.0,0.0,1.0,0.0
-1.301633865020189,1.0258362918819117,-0.050944025287141766,-0.6025857674237575,-0.8433771164315786,-0.8446865362984652,-0.8093831575970019,2.2864312435135212,1.1101194879856364,0.0,0.0,0.0,1.0,0.0
-1.3066124025318748,1.0258362918819117,-0.20949679797431844,-0.48230163409001725,-0.7510885863992796,-0.7756851782835849,-0.7548294008852637,2.389785266981717,1.2488135222396153,0.0,0.0,0.0,1.0,0.0
-1.301633865020189,1.0258362918819117,0.02833236105644657,-0.38991610202379856,-0.6375027032826038,-0.6717464238054738,-0.6041571204433207,1.5743373061964394,1.4022437976330793,0.0,0.0,0.0,1.0,0.0
-1.301633865020189,1.0211630195202837,0.26616152008721156,-0.3697925207816519,-0.654067311237119,-0.6944557315065737,-0.6197439080752458,2.345513273247253,1.3762386662104584,0.0,0.0,0.0,1.0,0.0
-1.3066124025318748,1.0211630195202837,0.6625434518051533,-0.646949116980308,-0.8504762341263709,-0.8822442374964381,-0.8457523287381605,1.6606149892241995,1.3831733679231573,0.0,0.0,0.0,1.0,0.0
-1.3066124025318748,1.0211630195202837,0.8210962244923299,0.515187699753661,-0.015146718705818041,-0.14419173721069165,-0.00406579661420233,1.298375211918278,1.34936669707375,0.0,0.0,0.0,1.0,0.0
-1.2966553275085104,1.0164897471586554,0.10760874740003491,-1.0754899266142037,-1.1888675109114673,-1.1390341015011831,-1.1678792731312804,1.315346142849823,2.3939061425490276,0.0,0.0,0.0,1.0,0.0
-1.3115909400435535,1.0211630195202837,1.8516892469589783,-0.12282129644621576,-0.49078760425689766,-0.5389843172451975,-0.3937354874123311,1.6803265673869252,1.0771796548503165,0.0,0.0,0.0,1.0,0.0
-1.3066124025318748,1.0164897471586554,1.29675454255386,0.14656027972706553,-0.247051230069031,-0.31713184970368313,-0.19630284407461254,1.5381291398921813,1.0086994754374146,0.0,0.0,0.0,1.0,0.0
-1.3115909400435535,1.011816474797024,1.6931364742718016,0.08664689011976529,0.15286573340426482,-0.14855891176859548,0.13101969619581566,-0.513245312646894,0.08291679679210602,0.0,0.0,0.0,1.0,0.0
-1.3115909400435535,1.0164897471586554,1.8516892469589783,-0.5737724579179566,-0.7771186846135177,-0.8036350954541693,-0.7210580276827593,0.7238933884591567,0.773786454919738,0.0,0.0,0.0,1.0,0.0
-1.3165694775552392,1.0164897471586554,1.8516892469589783,-0.3075923605786532,-0.4860548591270362,-0.5809091930010742,-0.5028430008358071,1.399304816681968,0.5770142938219055,0.0,0.0,0.0,1.0,0.0
-1.3165694775552392,1.011816474797024,1.8516892469589783,-0.2106332873210375,-0.17842642568603942,-0.2629788851856757,-0.10797771416037001,-0.31807960693413023,0.17826894534171644,0.0,0.0,0.0,1.0,0.0
-1.3165694775552392,1.011816474797024,1.8516892469589783,-0.16352581304964875,-0.18079279825097017,-0.31189124023419856,-0.15733587499479965,-0.44109250381060633,-0.06531245231683382,0.0,0.0,0.0,1.0,0.0
-1.3165694775552392,1.011816474797024,1.8516892469589783,0.03542322877611926,0.0014178892486971701,-0.21406653013715285,0.03490117246561055,0.3563304309542107,0.2831563087462879,0.0,0.0,0.0,1.0,0.0
-1.3165694775552392,1.0164897471586554,1.8516892469589783,-0.28335259226424925,-0.47658936886731323,-0.5887701072053011,-0.41971346679887306,0.10819644702342708,0.5458081361147603,0.0,0.0,0.0,1.0,0.0
-1.3165694775552392,1.0164897471586554,1.8516892469589783,0.1374131973442716,-0.010413973575956552,-0.3459552017858484,0.0504879600975357,0.7822375516306476,0.8231962046227179,0.0,0.0,0.0,1.0,0.0
-1.321548015066925,1.011816474797024,1.8516892469589783,-0.279236405191992,-0.12873260182249377,-0.5616936249462974,-0.11057551209902419,-0.3723127992588491,0.5406071098302361,0.0,0.0,0.0,1.0,0.0
